,original_text_prediction,mcad_prediction,chatgpt_prediction,flan_prediction
193,hate,hate,hate,hate
194,not_hate,not_hate,not_hate,not_hate
195,not_hate,not_hate,not_hate,not_hate
196,not_hate,not_hate,not_hate,not_hate
197,not_hate,not_hate,not_hate,not_hate
198,not_hate,not_hate,not_hate,not_hate
199,not_hate,not_hate,not_hate,not_hate
200,not_hate,not_hate,not_hate,not_hate
201,hate,hate,hate,hate
202,not_hate,not_hate,not_hate,not_hate
203,not_hate,not_hate,not_hate,not_hate
204,not_hate,not_hate,not_hate,not_hate
205,not_hate,not_hate,not_hate,not_hate
206,not_hate,not_hate,not_hate,not_hate
207,hate,hate,hate,not_hate
208,not_hate,not_hate,not_hate,not_hate
209,hate,hate,hate,not_hate
210,not_hate,not_hate,not_hate,not_hate
211,not_hate,not_hate,not_hate,not_hate
212,not_hate,not_hate,not_hate,not_hate
213,not_hate,not_hate,not_hate,not_hate
214,not_hate,not_hate,not_hate,not_hate
215,not_hate,not_hate,not_hate,not_hate
216,not_hate,not_hate,not_hate,not_hate
217,hate,hate,hate,hate
218,hate,hate,hate,hate
219,not_hate,not_hate,not_hate,not_hate
220,not_hate,not_hate,not_hate,not_hate
221,not_hate,not_hate,not_hate,not_hate
222,not_hate,not_hate,not_hate,not_hate
223,not_hate,not_hate,not_hate,not_hate
224,not_hate,not_hate,not_hate,not_hate
225,not_hate,not_hate,not_hate,not_hate
226,not_hate,not_hate,not_hate,not_hate
227,not_hate,not_hate,not_hate,not_hate
228,not_hate,not_hate,not_hate,not_hate
229,not_hate,not_hate,not_hate,not_hate
230,not_hate,not_hate,not_hate,not_hate
231,not_hate,not_hate,not_hate,not_hate
232,not_hate,not_hate,not_hate,not_hate
233,not_hate,not_hate,not_hate,not_hate
234,not_hate,not_hate,not_hate,not_hate
235,not_hate,not_hate,not_hate,not_hate
236,not_hate,not_hate,not_hate,not_hate
237,not_hate,not_hate,not_hate,not_hate
238,not_hate,not_hate,not_hate,not_hate
239,not_hate,not_hate,not_hate,not_hate
240,not_hate,not_hate,not_hate,not_hate
241,not_hate,not_hate,not_hate,not_hate
242,not_hate,not_hate,not_hate,not_hate
243,hate,hate,hate,not_hate
244,not_hate,not_hate,not_hate,not_hate
245,not_hate,not_hate,not_hate,not_hate
246,not_hate,not_hate,not_hate,not_hate
247,not_hate,not_hate,not_hate,not_hate
248,hate,hate,hate,not_hate
249,not_hate,not_hate,not_hate,not_hate
250,not_hate,not_hate,not_hate,not_hate
251,not_hate,not_hate,not_hate,not_hate
252,not_hate,not_hate,not_hate,not_hate
253,not_hate,not_hate,not_hate,not_hate
254,hate,hate,hate,not_hate
255,not_hate,not_hate,not_hate,not_hate
256,not_hate,not_hate,not_hate,not_hate
257,not_hate,not_hate,not_hate,not_hate
258,not_hate,not_hate,not_hate,not_hate
259,hate,hate,hate,hate
260,not_hate,not_hate,not_hate,not_hate
261,not_hate,not_hate,not_hate,not_hate
262,not_hate,not_hate,not_hate,not_hate
263,not_hate,not_hate,not_hate,not_hate
264,hate,hate,hate,not_hate
265,not_hate,not_hate,not_hate,not_hate
266,not_hate,not_hate,not_hate,not_hate
267,not_hate,not_hate,not_hate,not_hate
268,hate,hate,hate,hate
269,not_hate,not_hate,not_hate,not_hate
270,hate,hate,hate,not_hate
271,not_hate,not_hate,not_hate,not_hate
272,hate,hate,hate,hate
273,not_hate,not_hate,not_hate,not_hate
274,not_hate,not_hate,not_hate,not_hate
275,not_hate,not_hate,not_hate,not_hate
276,not_hate,not_hate,not_hate,not_hate
277,not_hate,not_hate,not_hate,not_hate
278,hate,hate,hate,hate
279,not_hate,not_hate,not_hate,not_hate
280,not_hate,not_hate,not_hate,not_hate
281,not_hate,not_hate,not_hate,not_hate
282,hate,hate,hate,not_hate
283,not_hate,not_hate,not_hate,not_hate
284,not_hate,not_hate,not_hate,not_hate
285,not_hate,not_hate,not_hate,not_hate
286,not_hate,not_hate,not_hate,not_hate
287,not_hate,not_hate,not_hate,not_hate
288,not_hate,not_hate,not_hate,not_hate
289,not_hate,not_hate,not_hate,not_hate
290,not_hate,not_hate,not_hate,not_hate
291,hate,hate,hate,hate
292,not_hate,not_hate,not_hate,not_hate
293,not_hate,not_hate,not_hate,not_hate
294,not_hate,not_hate,not_hate,not_hate
295,not_hate,not_hate,not_hate,not_hate
296,not_hate,not_hate,not_hate,not_hate
297,not_hate,not_hate,not_hate,not_hate
298,not_hate,not_hate,not_hate,not_hate
299,not_hate,not_hate,not_hate,not_hate
300,not_hate,not_hate,not_hate,not_hate
301,not_hate,not_hate,not_hate,not_hate
302,not_hate,not_hate,not_hate,hate
303,not_hate,not_hate,not_hate,not_hate
304,not_hate,not_hate,not_hate,not_hate
305,not_hate,not_hate,not_hate,not_hate
306,not_hate,not_hate,not_hate,not_hate
307,hate,hate,hate,not_hate
308,not_hate,not_hate,not_hate,not_hate
309,hate,hate,hate,not_hate
310,not_hate,not_hate,not_hate,not_hate
311,not_hate,not_hate,not_hate,not_hate
312,not_hate,not_hate,not_hate,not_hate
313,not_hate,not_hate,not_hate,not_hate
314,not_hate,not_hate,not_hate,not_hate
315,not_hate,not_hate,not_hate,not_hate
316,not_hate,not_hate,not_hate,not_hate
317,not_hate,not_hate,not_hate,not_hate
318,not_hate,not_hate,not_hate,not_hate
319,hate,hate,hate,not_hate
320,not_hate,not_hate,not_hate,not_hate
321,not_hate,not_hate,not_hate,not_hate
322,not_hate,not_hate,not_hate,not_hate
323,hate,hate,hate,not_hate
324,not_hate,not_hate,not_hate,not_hate
325,not_hate,not_hate,not_hate,not_hate
326,not_hate,not_hate,not_hate,not_hate
327,not_hate,not_hate,not_hate,not_hate
328,not_hate,not_hate,not_hate,not_hate
329,not_hate,not_hate,not_hate,not_hate
330,not_hate,not_hate,not_hate,not_hate
331,hate,hate,hate,not_hate
332,not_hate,not_hate,not_hate,not_hate
333,not_hate,not_hate,not_hate,not_hate
334,not_hate,not_hate,not_hate,not_hate
335,hate,hate,hate,not_hate
336,not_hate,not_hate,not_hate,not_hate
337,not_hate,not_hate,not_hate,not_hate
338,not_hate,not_hate,not_hate,not_hate
339,not_hate,not_hate,not_hate,not_hate
340,hate,hate,hate,hate
341,not_hate,not_hate,not_hate,not_hate
342,not_hate,not_hate,not_hate,not_hate
343,not_hate,not_hate,not_hate,not_hate
344,not_hate,not_hate,not_hate,not_hate
345,not_hate,not_hate,not_hate,not_hate
346,not_hate,not_hate,not_hate,not_hate
347,not_hate,not_hate,not_hate,not_hate
348,not_hate,not_hate,not_hate,not_hate
349,not_hate,not_hate,not_hate,not_hate
350,not_hate,not_hate,not_hate,not_hate
351,hate,hate,hate,hate
352,not_hate,not_hate,not_hate,not_hate
353,not_hate,not_hate,not_hate,not_hate
354,not_hate,not_hate,not_hate,not_hate
355,not_hate,not_hate,not_hate,not_hate
356,not_hate,not_hate,not_hate,not_hate
357,not_hate,not_hate,not_hate,not_hate
358,not_hate,not_hate,not_hate,not_hate
359,not_hate,not_hate,not_hate,not_hate
360,not_hate,not_hate,not_hate,not_hate
361,not_hate,not_hate,not_hate,not_hate
362,not_hate,not_hate,not_hate,not_hate
363,not_hate,not_hate,not_hate,not_hate
364,hate,hate,hate,hate
365,not_hate,not_hate,not_hate,not_hate
366,not_hate,not_hate,not_hate,not_hate
367,hate,hate,hate,hate
368,not_hate,not_hate,not_hate,not_hate
369,not_hate,not_hate,not_hate,hate
370,not_hate,not_hate,not_hate,not_hate
371,not_hate,not_hate,not_hate,not_hate
372,hate,hate,hate,not_hate
373,not_hate,not_hate,not_hate,not_hate
374,not_hate,not_hate,not_hate,not_hate
375,hate,hate,hate,not_hate
376,not_hate,not_hate,not_hate,not_hate
377,not_hate,not_hate,not_hate,not_hate
378,hate,hate,hate,not_hate
379,hate,hate,hate,not_hate
380,not_hate,not_hate,not_hate,not_hate
381,hate,hate,hate,not_hate
382,not_hate,not_hate,not_hate,not_hate
383,not_hate,not_hate,not_hate,not_hate
384,hate,hate,hate,not_hate
385,not_hate,not_hate,not_hate,not_hate
386,not_hate,not_hate,not_hate,not_hate
387,not_hate,not_hate,not_hate,not_hate
388,hate,hate,hate,not_hate
389,not_hate,not_hate,not_hate,not_hate
390,not_hate,not_hate,not_hate,not_hate
391,not_hate,not_hate,not_hate,not_hate
392,not_hate,not_hate,not_hate,not_hate
393,not_hate,not_hate,not_hate,not_hate
394,not_hate,not_hate,not_hate,not_hate
395,not_hate,not_hate,not_hate,not_hate
396,not_hate,not_hate,not_hate,not_hate
397,not_hate,not_hate,not_hate,not_hate
398,not_hate,not_hate,not_hate,not_hate
399,not_hate,not_hate,not_hate,not_hate
400,hate,hate,hate,hate
401,not_hate,not_hate,not_hate,not_hate
402,not_hate,not_hate,not_hate,not_hate
403,hate,hate,hate,hate
404,not_hate,not_hate,not_hate,not_hate
405,not_hate,not_hate,not_hate,not_hate
406,hate,hate,hate,hate
407,not_hate,not_hate,not_hate,not_hate
408,not_hate,not_hate,not_hate,not_hate
409,not_hate,not_hate,not_hate,not_hate
410,not_hate,not_hate,not_hate,not_hate
411,not_hate,not_hate,not_hate,not_hate
412,not_hate,not_hate,not_hate,not_hate
413,not_hate,not_hate,not_hate,not_hate
414,not_hate,not_hate,not_hate,not_hate
415,not_hate,not_hate,not_hate,not_hate
416,not_hate,not_hate,not_hate,not_hate
417,not_hate,not_hate,not_hate,not_hate
418,hate,hate,hate,not_hate
419,not_hate,not_hate,not_hate,not_hate
420,not_hate,not_hate,not_hate,not_hate
421,not_hate,not_hate,not_hate,not_hate
422,hate,hate,hate,hate
423,not_hate,not_hate,not_hate,not_hate
424,hate,hate,hate,not_hate
425,hate,hate,hate,not_hate
426,hate,hate,hate,hate
427,not_hate,not_hate,not_hate,not_hate
428,not_hate,not_hate,not_hate,not_hate
429,not_hate,not_hate,not_hate,not_hate
430,not_hate,not_hate,not_hate,not_hate
431,not_hate,not_hate,not_hate,not_hate
432,hate,hate,hate,hate
433,hate,hate,hate,hate
434,not_hate,not_hate,not_hate,not_hate
435,not_hate,not_hate,not_hate,not_hate
436,hate,hate,hate,not_hate
437,not_hate,not_hate,not_hate,not_hate
438,hate,hate,hate,not_hate
439,not_hate,not_hate,not_hate,not_hate
440,not_hate,not_hate,not_hate,hate
441,not_hate,not_hate,not_hate,not_hate
442,hate,hate,hate,not_hate
443,not_hate,not_hate,not_hate,not_hate
444,not_hate,not_hate,not_hate,not_hate
445,not_hate,not_hate,not_hate,not_hate
446,not_hate,not_hate,not_hate,hate
447,hate,hate,hate,not_hate
448,hate,hate,hate,hate
449,not_hate,not_hate,not_hate,not_hate
450,not_hate,not_hate,not_hate,not_hate
451,not_hate,not_hate,not_hate,not_hate
452,not_hate,not_hate,not_hate,not_hate
453,hate,hate,hate,hate
454,not_hate,not_hate,not_hate,not_hate
455,hate,hate,hate,hate
456,not_hate,not_hate,not_hate,not_hate
457,hate,hate,hate,not_hate
458,not_hate,not_hate,not_hate,not_hate
459,not_hate,not_hate,not_hate,not_hate
460,not_hate,not_hate,not_hate,not_hate
461,not_hate,not_hate,not_hate,not_hate
462,not_hate,not_hate,not_hate,not_hate
463,not_hate,not_hate,not_hate,not_hate
464,not_hate,not_hate,not_hate,not_hate
465,hate,hate,hate,not_hate
466,not_hate,not_hate,not_hate,not_hate
467,hate,hate,hate,not_hate
468,hate,hate,hate,hate
469,hate,hate,hate,hate
470,hate,hate,hate,hate
471,not_hate,not_hate,not_hate,not_hate
472,not_hate,not_hate,not_hate,not_hate
473,not_hate,not_hate,not_hate,not_hate
474,hate,hate,hate,hate
475,not_hate,not_hate,not_hate,not_hate
476,not_hate,not_hate,not_hate,not_hate
477,hate,hate,hate,hate
478,not_hate,not_hate,not_hate,not_hate
479,not_hate,not_hate,not_hate,not_hate
480,not_hate,not_hate,not_hate,not_hate
481,not_hate,not_hate,not_hate,not_hate
482,not_hate,not_hate,not_hate,hate
483,hate,hate,hate,not_hate
484,not_hate,not_hate,not_hate,not_hate
485,not_hate,not_hate,not_hate,not_hate
486,hate,hate,hate,not_hate
487,hate,hate,hate,not_hate
488,not_hate,not_hate,not_hate,not_hate
489,hate,hate,hate,hate
490,not_hate,not_hate,not_hate,hate
491,not_hate,not_hate,not_hate,not_hate
492,hate,hate,hate,hate
493,not_hate,not_hate,not_hate,not_hate
494,not_hate,not_hate,not_hate,not_hate
495,not_hate,not_hate,not_hate,not_hate
496,not_hate,not_hate,not_hate,not_hate
497,not_hate,not_hate,not_hate,not_hate
498,not_hate,not_hate,not_hate,not_hate
499,hate,hate,hate,hate
